content_id,name,email,phone,address,map_url,directory_entry_url,directory_source_url
unit_site_29341,Brown and Providence Schools,,,,,https://www.brown.edu/a-z/brown-and-providence-schools,https://www.brown.edu/a-z
unit_site_14401,Brown Arts Institute,artsinstitute@brown.edu,401-863-1934,"Granoff Center | Providence , RI 02912 | 154 Angell Street",https://www.google.com/maps/dir/?api=1&destination=Granoff%20Center%20%20Providence%20%20RI%2002912,https://www.brown.edu/a-z/brown-arts-institute,https://www.brown.edu/a-z
unit_site_14406,Brown Athletics,,401-863-2211,"235 Hope Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=235%20Hope%20Street%20Providence%20%20RI%2002912,https://www.brown.edu/a-z/brown-athletics,https://www.brown.edu/a-z
unit_site_14411,Brown Card Office,Brown-Card-Office@brown.edu,401-863-2273,"Page-Robinson Hall, Suite 511 | Providence , RI 02912 | 69 Brown Street",https://www.google.com/maps/dir/?api=1&destination=Page-Robinson%20Hall%2C%20Suite%20511%20Providence%20%20RI%2002912,https://www.brown.edu/a-z/brown-card-office,https://www.brown.edu/a-z
unit_site_14416,Brown Center for Students of Color,BCSC@brown.edu,401-863-2120,"68 Brown Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=68%20Brown%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/brown-center-students-color,https://www.brown.edu/a-z
unit_site_30555,Brown Collegiate Scholars Program,,,,,https://www.brown.edu/a-z/brown-collegiate-scholars-program,https://www.brown.edu/a-z
unit_site_30163,Brown’s Economic Impact in Providence and Rhode Island,,,,,https://www.brown.edu/a-z/browns-economic-impact-providence-and-rhode-island,https://www.brown.edu/a-z
unit_site_30678,Brown Innovation and Research Collaborative for Health,,,,,https://www.brown.edu/a-z/brown-innovation-and-research-collaborative-health,https://www.brown.edu/a-z
unit_site_14431,Brown Real Estate,,401-863-5482,"350 Eddy Street | Providence , RI 02903",https://www.google.com/maps/dir/?api=1&destination=350%20Eddy%20Street%20%20Providence%20%20RI%2002903,https://www.brown.edu/a-z/brown-real-estate,https://www.brown.edu/a-z
unit_site_30778,Brown Technology Innovations,,,,,https://www.brown.edu/a-z/brown-technology-innovations,https://www.brown.edu/a-z
unit_site_14436,Brown Tougaloo Partnership,Institutional_Diversity@brown.edu,401-863-2216,,,https://www.brown.edu/a-z/brown-tougaloo-partnership,https://www.brown.edu/a-z
unit_site_14446,Brown University Community Council,BUCC_Secretary@brown.edu,,,,https://www.brown.edu/a-z/brown-university-community-council,https://www.brown.edu/a-z
unit_site_30578,Brown Votes,,,,,https://www.brown.edu/a-z/brown-votes,https://www.brown.edu/a-z
unit_site_14466,BrownConnect+,brownconnect@brown.edu,,,,https://www.brown.edu/a-z/brownconnect,https://www.brown.edu/a-z
unit_site_31673,Brown | RISD Dual Degree,BRDD_program@brown.edu,401-863-9800,"Stephen Robert '62 Campus Center, | Providence , RI 02912 | Suite 228",https://www.google.com/maps/dir/?api=1&destination=Stephen%20Robert%20%2762%20Campus%20Center%2C%20Providence%20RI%2002912,https://www.brown.edu/a-z/brown-risd-dual-degree,https://www.brown.edu/a-z
unit_site_14476,Building On Distinction: A Plan For Brown University,strategic-planning@brown.edu,,,,https://www.brown.edu/a-z/building-distinction-plan-brown-university,https://www.brown.edu/a-z
unit_site_14486,Business and Financial Services,,401-863-2699,,,https://www.brown.edu/a-z/business-and-financial-services,https://www.brown.edu/a-z
unit_site_30735,"Business, Entrepreneurship, and Organizations",,,,,https://www.brown.edu/a-z/business-entrepreneurship-and-organizations,https://www.brown.edu/a-z
unit_site_31645,BWell Health Promotion,,,,,https://www.brown.edu/a-z/bwell-health-promotion,https://www.brown.edu/a-z
unit_site_14496,Campus Collections,,401-863-5429,"David Winton Bell Gallery | Providence , RI 02912 | 64 College Street",https://www.google.com/maps/dir/?api=1&destination=David%20Winton%20Bell%20Gallery%20Providence%20RI%2002912,https://www.brown.edu/a-z/campus-collections,https://www.brown.edu/a-z
unit_site_15396,Vice President for Campus Life,campus_life@brown.edu,401-863-1800,"20 Benevolent Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=20%20Benevolent%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/vice-president-campus-life,https://www.brown.edu/a-z
unit_site_15436,Campus Map,,401-863-7850,"Department of Facilities Management | Providence , RI 02912 | 295 Lloyd Avenue",https://www.google.com/maps/dir/?api=1&destination=Department%20of%20Facilities%20Management%20Providence%20RI%2002912,https://www.brown.edu/a-z/campus-map,https://www.brown.edu/a-z
unit_site_14501,Campus Shuttle,transportation@brown.edu,401-863-3157,"69 Brown Street | Providence , RI 02912 | Page Robinson Hall, Suite 511",https://www.google.com/maps/dir/?api=1&destination=69%20Brown%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/campus-shuttle,https://www.brown.edu/a-z
unit_site_20466,Canvas,,,,,https://www.brown.edu/a-z/canvas,https://www.brown.edu/a-z
unit_site_14506,Cardiovascular Research Center,,401-444-0392,"Coro West, 5th Floor | Providence , RI 02903 | 1 Hoppin Street",https://www.google.com/maps/dir/?api=1&destination=Coro%20West%2C%205th%20Floor%20Providence%20RI%2002903,https://www.brown.edu/a-z/cardiovascular-research-center,https://www.brown.edu/a-z
unit_site_15446,Carney Institute for Brain Science,carney-institute@brown.edu,4018637415,"164 Angell Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=164%20Angell%20Street%20Providence%20%20RI%2002912,https://www.brown.edu/a-z/carney-institute-brain-science,https://www.brown.edu/a-z
unit_site_31313,Center for Addiction & Disease Risk Exacerbation,,,,,https://www.brown.edu/a-z/center-addiction-disease-risk-exacerbation,https://www.brown.edu/a-z
unit_site_14516,Center for Advanced Materials Research,imni@brown.edu,401-863-6700,,,https://www.brown.edu/a-z/center-advanced-materials-research,https://www.brown.edu/a-z
unit_site_30519,Center For Advancing Health Policy through Research,,,,,https://www.brown.edu/a-z/center-advancing-health-policy-through-research,https://www.brown.edu/a-z
unit_site_14521,Center for AIDS Research,cfar@lifespan.org,401-793-4867,"164 Summit Avenue | Providence , RI 02906 | CFAR Building, Room 134",https://www.google.com/maps/dir/?api=1&destination=164%20Summit%20Avenue%20Providence%20RI%2002906,https://www.brown.edu/a-z/center-aids-research,https://www.brown.edu/a-z
unit_site_14526,Center for Alcohol & Addiction Studies,CAAS@brown.edu,401-863-6600,,,https://www.brown.edu/a-z/center-alcohol-addiction-studies,https://www.brown.edu/a-z
unit_site_27146,Center for Alzheimer's Disease Research,carney-institute@brown.edu,(401) 863-7421,"164 Angell Street | Providence , RI 02912 | 4th Floor",https://www.google.com/maps/dir/?api=1&destination=164%20Angell%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/center-alzheimers-disease-research,https://www.brown.edu/a-z
unit_site_14536,Center for Biomedical Informatics,BCBI@Brown.edu,401-863-1942,"233 Richmond Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=233%20Richmond%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/center-biomedical-informatics,https://www.brown.edu/a-z
unit_site_14586,Center for Biostatistics and Health Data Science,center@stat.brown.edu,401-863-9181,"121 South Main Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=121%20South%20Main%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/center-biostatistics-and-health-data-science,https://www.brown.edu/a-z
unit_site_31455,Center for Climate Environment and Health,,,,,https://www.brown.edu/a-z/center-climate-environment-and-health,https://www.brown.edu/a-z
unit_site_31881,Center for Digital Scholarship,cds_info@brown.edu,,,,https://www.brown.edu/a-z/center-digital-scholarship,https://www.brown.edu/a-z
unit_site_31308,Center for Environmental Humanities at Brown,,,,,https://www.brown.edu/a-z/center-environmental-humanities-brown,https://www.brown.edu/a-z
unit_site_14616,Center for Epidemiologic Research,CPHCE@brown.edu,401-863-2918,"121 South Main Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=121%20South%20Main%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/center-epidemiologic-research,https://www.brown.edu/a-z
unit_site_14551,Center for Evidence Synthesis in Health,ev-synth@brown.edu,401-863-3375,,,https://www.brown.edu/a-z/center-evidence-synthesis-health,https://www.brown.edu/a-z
unit_site_14556,Center for Gerontology and Healthcare Research,CGCHR@brown.edu,401-863-3604,,,https://www.brown.edu/a-z/center-gerontology-and-healthcare-research,https://www.brown.edu/a-z
unit_site_14971,Center for Global Health Equity,globalhealth@brown.edu,401-863-1499,"Arnold Lab | Providence , RI 02912 | 91 Waterman Street, Room 205",https://www.google.com/maps/dir/?api=1&destination=Arnold%20Lab%20%20Providence%20RI%2002912,https://www.brown.edu/a-z/center-global-health-equity,https://www.brown.edu/a-z
unit_site_15036,Center for Global Public Health,,401-863-1354,,,https://www.brown.edu/a-z/center-global-public-health,https://www.brown.edu/a-z
unit_site_14561,Center for Health Promotion and Health Equity,chphe@brown.edu,401-863-6550,,,https://www.brown.edu/a-z/center-health-promotion-and-health-equity,https://www.brown.edu/a-z
unit_site_30779,Center for Health System Sustainability,,,,,https://www.brown.edu/a-z/center-health-system-sustainability,https://www.brown.edu/a-z
unit_site_14566,Center for Language Studies,language_studies@brown.edu,401-863-3043,"195 Angell Street | Providence , RI 02912 | 2nd Floor",https://www.google.com/maps/dir/?api=1&destination=195%20Angell%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/center-language-studies,https://www.brown.edu/a-z
unit_site_31830,Center for Latin American and Caribbean Studies (CLACS),clacs@brown.edu,+1 401 863 2645,,,https://www.brown.edu/a-z/center-latin-american-and-caribbean-studies-clacs,https://www.brown.edu/a-z
unit_site_14576,Center for Long-Term Care Quality & Innovation,ltc_innovations@brown.edu,401-863-3604,,,https://www.brown.edu/a-z/center-long-term-care-quality-innovation,https://www.brown.edu/a-z
unit_site_14581,Center for Primary Care and Prevention,CPCP@MHRI.org,401-729-2894,"Memorial Hospital | Pawtucket , RI 02860 | 111 Brewster Street",https://www.google.com/maps/dir/?api=1&destination=Memorial%20Hospital%20Pawtucket%20%20RI%2002860,https://www.brown.edu/a-z/center-primary-care-and-prevention,https://www.brown.edu/a-z
unit_site_14591,Center for the Study of Children at Risk,,401-453-7640,"50 Holden Street | Providence , RI 02908 | 1st Floor",https://www.google.com/maps/dir/?api=1&destination=50%20Holden%20Street%20Providence%20%20RI%2002908,https://www.brown.edu/a-z/center-study-children-risk,https://www.brown.edu/a-z
unit_site_31719,Center for Translational Neuroscience,CTN@Brown.edu,,,,https://www.brown.edu/a-z/center-translational-neuroscience,https://www.brown.edu/a-z
unit_site_14606,Center for Vision Research,cvr@brown.edu,401-863-1329,,,https://www.brown.edu/a-z/center-vision-research,https://www.brown.edu/a-z
unit_site_14396,Center on the Biology of Aging,,401-863-2936,"70 Ship Street | Providence , RI 02903",https://www.google.com/maps/dir/?api=1&destination=70%20Ship%20Street%20Providence%20RI%2002903,https://www.brown.edu/a-z/center-biology-aging,https://www.brown.edu/a-z
unit_site_14611,Centers for Behavioral and Preventive Medicine,,401-444-3000,"Coro West | Providence , RI 02903 | 1 Hoppin Street, Suite 309",https://www.google.com/maps/dir/?api=1&destination=Coro%20West%20Providence%20%20RI%2002903,https://www.brown.edu/a-z/centers-behavioral-and-preventive-medicine,https://www.brown.edu/a-z
unit_site_15156,Office of the Chaplains and Religious Life,,401-863-2344,"Page-Robinson Hall, Room 410 | Providence , RI 02912 | 69 Brown Street",https://www.google.com/maps/dir/?api=1&destination=Page-Robinson%20Hall%2C%20Room%20410%20Providence%20RI%2002912,https://www.brown.edu/a-z/office-chaplains-and-religious-life,https://www.brown.edu/a-z
unit_site_14716,Department of Chemistry,chemistry@brown.edu,401-863-2321,"324 Brook Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=324%20Brook%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-chemistry,https://www.brown.edu/a-z
unit_site_31436,China Initiative,lyle_goldstein@brown.edu,401-441-0093,"111 Thayer Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=111%20Thayer%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/china-initiative,https://www.brown.edu/a-z
unit_site_14721,Department of Classics,classics_department@brown.edu,401-863-1267,"48 College Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=48%20College%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-classics,https://www.brown.edu/a-z
unit_site_31258,Climate Solutions Lab,climate-solutions@brown.edu,(401) 863-1302,,,https://www.brown.edu/a-z/climate-solutions-lab,https://www.brown.edu/a-z
unit_site_14621,COBRE Center for Computational Biology of Human Disease,cbhd@brown.edu,401-863-6275,"80 Waterman Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=80%20Waterman%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/cobre-center-computational-biology-human-disease,https://www.brown.edu/a-z
unit_site_14726,Department of Cognitive and Psychological Sciences,CLPS@brown.edu,401-863-2727,"Metcalf Research Building | Providence , RI 02912 | 190 Thayer Street",https://www.google.com/maps/dir/?api=1&destination=Metcalf%20Research%20Building%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-cognitive-and-psychological-sciences,https://www.brown.edu/a-z
unit_site_21636,Cognos Analytics,,,,,https://www.brown.edu/a-z/cognos-analytics,https://www.brown.edu/a-z
unit_site_14626,Cogut Institute for the Humanities,humanities-institute@brown.edu,401-863-6070,"Pembroke Hall | Providence , RI 02912 | 172 Meeting Street",https://www.google.com/maps/dir/?api=1&destination=Pembroke%20Hall%20Providence%20RI%2002912,https://www.brown.edu/a-z/cogut-institute-humanities,https://www.brown.edu/a-z
unit_site_14631,Commencement,,Box 1941,,,https://www.brown.edu/a-z/commencement,https://www.brown.edu/a-z
unit_site_30539,Community Engagement,,,,,https://www.brown.edu/a-z/community-engagement,https://www.brown.edu/a-z
unit_site_14731,Department of Comparative Literature,comp_lit@brown.edu,401-863-2818,"Marston Hall, Manning Walk | Providence , RI 02912 | 346 Brook Street",https://www.google.com/maps/dir/?api=1&destination=Marston%20Hall%2C%20Manning%20Walk%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-comparative-literature,https://www.brown.edu/a-z
unit_site_23356,Compliance,,,,,https://www.brown.edu/a-z/compliance,https://www.brown.edu/a-z
unit_site_20671,Center for Computation & Visualization,support@ccv.brown.edu,,"180 George Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=180%20George%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/center-computation-visualization,https://www.brown.edu/a-z
unit_site_14541,Center for Computational Molecular Biology,ccmb@brown.edu,401-863-3178,"164 Angell Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=164%20Angell%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/center-computational-molecular-biology,https://www.brown.edu/a-z
unit_site_14736,Department of Computer Science,dept@cs.brown.edu,401-863-7600,"115 Waterman Street | Providence , RI 02912 | 4th Floor",https://www.google.com/maps/dir/?api=1&destination=115%20Waterman%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-computer-science,https://www.brown.edu/a-z
unit_site_15471,Undergraduate Programs,,401-863-9800,,,https://www.brown.edu/a-z/undergraduate-programs,https://www.brown.edu/a-z
unit_site_14641,Division of Research,,,"Office of the Vice President for Research | Providence , RI 02903 | 350 Eddy Street",https://www.google.com/maps/dir/?api=1&destination=Office%20of%20the%20Vice%20President%20for%20Research%20Providence%20RI%2002903,https://www.brown.edu/a-z/division-research,https://www.brown.edu/a-z
unit_site_14646,Contemplative Studies Initiative,Contemplative_Studies@brown.edu,401-863-1798,"59 George Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=59%20George%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/contemplative-studies-initiative,https://www.brown.edu/a-z
unit_site_21021,Office of the Controller,,,,,https://www.brown.edu/a-z/office-controller,https://www.brown.edu/a-z
unit_site_14651,Convocation,universityevents@brown.edu,401-863-3100,"Office of University Event & Conference Services | Providence , RI 02912 | 295 Lloyd Avenue",https://www.google.com/maps/dir/?api=1&destination=Office%20of%20University%20Event%20%26%20Conference%20Services%20Providence%20RI%2002912,https://www.brown.edu/a-z/convocation,https://www.brown.edu/a-z
unit_site_14451,Brown University Copyright and Fair Use,Fairuse@brown.edu,401-863-5083,,,https://www.brown.edu/a-z/brown-university-copyright-and-fair-use,https://www.brown.edu/a-z
unit_site_15341,The Corporation of Brown University,corporation@brown.edu,401-863-2409,,,https://www.brown.edu/a-z/corporation-brown-university,https://www.brown.edu/a-z
unit_site_31752,Costs of War,costsofwar@brown.edu,,,,https://www.brown.edu/a-z/costs-war,https://www.brown.edu/a-z
unit_site_14656,Counseling and Psychological Services (CAPS),counseling@health.brown.edu,4018633476,"Page-Robinson Hall, Room 512 | Providence , RI 02912 | 69 Brown Street",https://www.google.com/maps/dir/?api=1&destination=Page-Robinson%20Hall%2C%20Room%20512%20Providence%20RI%2002912,https://www.brown.edu/a-z/counseling-and-psychological-services-caps,https://www.brown.edu/a-z
unit_site_16216,Courses@Brown,,,,,https://www.brown.edu/a-z/coursesbrown,https://www.brown.edu/a-z
unit_site_30718,Curricular Resource Center,crc@brown.edu,401-863-3013,"167 Angell Street (Hemisphere Building), Ground Level | Providence , RI 02906",https://www.google.com/maps/dir/?api=1&destination=167%20Angell%20Street%20%28Hemisphere%20Building%29%2C%20Ground%20Level%20Providence%20RI%2002906,https://www.brown.edu/a-z/curricular-resource-center,https://www.brown.edu/a-z
unit_site_14661,Data Governance,oir@brown.edu,401-863-1914,,,https://www.brown.edu/a-z/data-governance,https://www.brown.edu/a-z
unit_site_14666,Data Science Institute,dsi-info@brown.edu,401-863-6956,"164 Angell Street | Providence , RI 02912 | 3rd Floor",https://www.google.com/maps/dir/?api=1&destination=164%20Angell%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/data-science-institute,https://www.brown.edu/a-z
unit_site_14676,Dean of Biology and Medicine,Dean_of_Biology_and_Medicine@Brown.edu,401-863-3330,"91 Waterman Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=91%20Waterman%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/dean-biology-and-medicine,https://www.brown.edu/a-z
unit_site_14681,Dean of the College,,401-863-9800,"1 Prospect Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=1%20Prospect%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/dean-college,https://www.brown.edu/a-z
unit_site_14686,Dean of the Faculty,dean_of_faculty@brown.edu,401-863-2313,,,https://www.brown.edu/a-z/dean-faculty,https://www.brown.edu/a-z
unit_site_31620,Department of Medicine,,,"Warren Alpert Medical School | Providence , RI 02912 | 222 Richmond Street",https://www.google.com/maps/dir/?api=1&destination=Warren%20Alpert%20Medical%20School%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-medicine,https://www.brown.edu/a-z
unit_site_15406,Digital Accessibility,,,,,https://www.brown.edu/a-z/digital-accessibility,https://www.brown.edu/a-z
unit_site_23401,Digital Learning & Design,,,,,https://www.brown.edu/a-z/digital-learning-design,https://www.brown.edu/a-z
unit_site_20446,Brown Dining Services,,,,,https://www.brown.edu/a-z/brown-dining-services,https://www.brown.edu/a-z
unit_site_31339,Discovery Through Dialogue,,,,,https://www.brown.edu/a-z/discovery-through-dialogue,https://www.brown.edu/a-z
unit_site_15126,Office of Diversity and Inclusion,Institutional_Diversity@brown.edu,401-863-2216,"Horace Mann | Providence , RI 02912 | 3rd Floor",https://www.google.com/maps/dir/?api=1&destination=Horace%20Mann%20Providence%20RI%2002912,https://www.brown.edu/a-z/office-diversity-and-inclusion,https://www.brown.edu/a-z
unit_site_15211,Program in Early Cultures,early_cultures@brown.edu,401-863-5246,"67 George Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=67%20George%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/program-early-cultures,https://www.brown.edu/a-z
unit_site_31658,Center for the Study of the Early Modern World,,,,,https://www.brown.edu/a-z/center-study-early-modern-world,https://www.brown.edu/a-z
unit_site_14741,"Department of Earth, Environmental and Planetary Sciences",DEEPS@brown.edu,401-863-3339,"324 Brook Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=324%20Brook%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-earth-environmental-and-planetary-sciences,https://www.brown.edu/a-z
unit_site_14746,Department of East Asian Studies,EAS@brown.edu,401-863-2778,"54 College Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=54%20College%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-east-asian-studies,https://www.brown.edu/a-z
unit_site_14751,"Department of Ecology, Evolution & Organismal Biology",,401-863-2100,"80 Waterman Street | Providence , RI 02912",https://www.google.com/maps/dir/?api=1&destination=80%20Waterman%20Street%20Providence%20RI%2002912,https://www.brown.edu/a-z/department-ecology-evolution-organismal-biology,https://www.brown.edu/a-z
